Time_Index,NG,nuclear,NGCCS,nuclear_fusion,None
126,8.661,0.66,9.61608,0,0
127,8.661,0.66,9.61608,0,0
128,8.661,0.66,9.61608,0,0
129,8.661,0.66,9.61608,0,0
130,8.661,0.66,9.61608,0,0
131,8.661,0.66,9.61608,0,0
132,8.661,0.66,9.61608,0,0
133,8.661,0.66,9.61608,0,0
134,8.661,0.66,9.61608,0,0
135,8.661,0.66,9.61608,0,0
136,8.661,0.66,9.61608,0,0
137,8.661,0.66,9.61608,0,0
138,8.661,0.66,9.61608,0,0
139,8.661,0.66,9.61608,0,0
140,8.661,0.66,9.61608,0,0
141,8.661,0.66,9.61608,0,0
142,8.661,0.66,9.61608,0,0
143,8.661,0.66,9.61608,0,0
144,8.661,0.66,9.61608,0,0
145,8.661,0.66,9.61608,0,0
146,8.661,0.66,9.61608,0,0
147,8.661,0.66,9.61608,0,0
148,8.661,0.66,9.61608,0,0
149,8.661,0.66,9.61608,0,0
150,8.661,0.66,9.61608,0,0
151,8.661,0.66,9.61608,0,0
152,8.661,0.66,9.61608,0,0
153,8.661,0.66,9.61608,0,0
154,8.661,0.66,9.61608,0,0
155,8.661,0.66,9.61608,0,0
156,8.661,0.66,9.61608,0,0
157,8.661,0.66,9.61608,0,0
158,8.661,0.66,9.61608,0,0
159,8.661,0.66,9.61608,0,0
160,8.661,0.66,9.61608,0,0
161,8.661,0.66,9.61608,0,0
162,8.661,0.66,9.61608,0,0
163,8.661,0.66,9.61608,0,0
164,8.661,0.66,9.61608,0,0
165,8.661,0.66,9.61608,0,0
166,8.661,0.66,9.61608,0,0
167,8.661,0.66,9.61608,0,0
168,8.661,0.66,9.61608,0,0
169,8.661,0.66,9.61608,0,0
170,8.661,0.66,9.61608,0,0
171,8.661,0.66,9.61608,0,0
172,8.661,0.66,9.61608,0,0
173,8.661,0.66,9.61608,0,0
174,8.661,0.66,9.61608,0,0
175,8.661,0.66,9.61608,0,0
176,8.661,0.66,9.61608,0,0
177,8.661,0.66,9.61608,0,0
178,8.661,0.66,9.61608,0,0
179,8.661,0.66,9.61608,0,0
180,8.661,0.66,9.61608,0,0
181,8.661,0.66,9.61608,0,0
182,8.661,0.66,9.61608,0,0
183,8.661,0.66,9.61608,0,0
184,8.661,0.66,9.61608,0,0
185,8.661,0.66,9.61608,0,0
186,8.661,0.66,9.61608,0,0
187,8.661,0.66,9.61608,0,0
188,8.661,0.66,9.61608,0,0
189,8.661,0.66,9.61608,0,0
190,8.661,0.66,9.61608,0,0
191,8.661,0.66,9.61608,0,0
192,8.661,0.66,9.61608,0,0
193,8.661,0.66,9.61608,0,0
194,8.661,0.66,9.61608,0,0
195,8.661,0.66,9.61608,0,0
196,8.661,0.66,9.61608,0,0
197,8.661,0.66,9.61608,0,0
198,8.661,0.66,9.61608,0,0
199,8.661,0.66,9.61608,0,0
200,8.661,0.66,9.61608,0,0
201,8.661,0.66,9.61608,0,0
202,8.661,0.66,9.61608,0,0
203,8.661,0.66,9.61608,0,0
204,8.661,0.66,9.61608,0,0
205,8.661,0.66,9.61608,0,0
206,8.661,0.66,9.61608,0,0
207,8.661,0.66,9.61608,0,0
208,8.661,0.66,9.61608,0,0
209,8.661,0.66,9.61608,0,0
210,8.661,0.66,9.61608,0,0
211,8.661,0.66,9.61608,0,0
212,8.661,0.66,9.61608,0,0
213,8.661,0.66,9.61608,0,0
214,8.661,0.66,9.61608,0,0
215,8.661,0.66,9.61608,0,0
216,8.661,0.66,9.61608,0,0
217,8.661,0.66,9.61608,0,0
218,8.661,0.66,9.61608,0,0
219,8.661,0.66,9.61608,0,0
220,8.661,0.66,9.61608,0,0
221,8.661,0.66,9.61608,0,0
222,8.661,0.66,9.61608,0,0
223,8.661,0.66,9.61608,0,0
224,8.661,0.66,9.61608,0,0
225,8.661,0.66,9.61608,0,0
226,8.661,0.66,9.61608,0,0
227,8.661,0.66,9.61608,0,0
228,8.661,0.66,9.61608,0,0
229,8.661,0.66,9.61608,0,0
230,8.661,0.66,9.61608,0,0
231,8.661,0.66,9.61608,0,0
232,8.661,0.66,9.61608,0,0
233,8.661,0.66,9.61608,0,0
234,8.661,0.66,9.61608,0,0
235,8.661,0.66,9.61608,0,0
236,8.661,0.66,9.61608,0,0
237,8.661,0.66,9.61608,0,0
238,8.661,0.66,9.61608,0,0
239,8.661,0.66,9.61608,0,0
240,8.661,0.66,9.61608,0,0
241,8.661,0.66,9.61608,0,0
242,8.661,0.66,9.61608,0,0
243,8.661,0.66,9.61608,0,0
244,8.661,0.66,9.61608,0,0
245,8.661,0.66,9.61608,0,0
246,8.661,0.66,9.61608,0,0
247,8.661,0.66,9.61608,0,0
248,8.661,0.66,9.61608,0,0
249,8.661,0.66,9.61608,0,0
250,8.661,0.66,9.61608,0,0
251,8.661,0.66,9.61608,0,0
252,8.661,0.66,9.61608,0,0
253,8.661,0.66,9.61608,0,0
254,8.661,0.66,9.61608,0,0
255,8.661,0.66,9.61608,0,0
256,8.661,0.66,9.61608,0,0
257,8.661,0.66,9.61608,0,0
258,8.661,0.66,9.61608,0,0
259,8.661,0.66,9.61608,0,0
260,8.661,0.66,9.61608,0,0
261,8.661,0.66,9.61608,0,0
262,8.661,0.66,9.61608,0,0
263,8.661,0.66,9.61608,0,0
264,8.661,0.66,9.61608,0,0
265,8.661,0.66,9.61608,0,0
266,8.661,0.66,9.61608,0,0
267,8.661,0.66,9.61608,0,0
268,8.661,0.66,9.61608,0,0
269,8.661,0.66,9.61608,0,0
270,8.661,0.66,9.61608,0,0
271,8.661,0.66,9.61608,0,0
272,8.661,0.66,9.61608,0,0
273,8.661,0.66,9.61608,0,0
274,8.661,0.66,9.61608,0,0
275,8.661,0.66,9.61608,0,0
276,8.661,0.66,9.61608,0,0
277,8.661,0.66,9.61608,0,0
278,8.661,0.66,9.61608,0,0
279,8.661,0.66,9.61608,0,0
280,8.661,0.66,9.61608,0,0
281,8.661,0.66,9.61608,0,0
282,8.661,0.66,9.61608,0,0
283,8.661,0.66,9.61608,0,0
284,8.661,0.66,9.61608,0,0
285,8.661,0.66,9.61608,0,0
286,8.661,0.66,9.61608,0,0
287,8.661,0.66,9.61608,0,0
288,8.661,0.66,9.61608,0,0
289,8.661,0.66,9.61608,0,0
290,8.661,0.66,9.61608,0,0
291,8.661,0.66,9.61608,0,0
292,8.661,0.66,9.61608,0,0
293,8.661,0.66,9.61608,0,0
294,8.661,0.66,9.61608,0,0
295,8.661,0.66,9.61608,0,0
296,8.661,0.66,9.61608,0,0
297,8.661,0.66,9.61608,0,0
298,8.661,0.66,9.61608,0,0
299,8.661,0.66,9.61608,0,0
300,8.661,0.66,9.61608,0,0
301,8.661,0.66,9.61608,0,0
302,8.661,0.66,9.61608,0,0
303,8.661,0.66,9.61608,0,0
304,8.661,0.66,9.61608,0,0
305,8.661,0.66,9.61608,0,0
306,8.661,0.66,9.61608,0,0
307,8.661,0.66,9.61608,0,0
308,8.661,0.66,9.61608,0,0
309,8.661,0.66,9.61608,0,0
310,8.661,0.66,9.61608,0,0
311,8.661,0.66,9.61608,0,0
312,8.661,0.66,9.61608,0,0
313,8.661,0.66,9.61608,0,0
314,8.661,0.66,9.61608,0,0
315,8.661,0.66,9.61608,0,0
316,8.661,0.66,9.61608,0,0
317,8.661,0.66,9.61608,0,0
318,8.661,0.66,9.61608,0,0
319,8.661,0.66,9.61608,0,0
320,8.661,0.66,9.61608,0,0
321,8.661,0.66,9.61608,0,0
322,8.661,0.66,9.61608,0,0
323,8.661,0.66,9.61608,0,0
324,8.661,0.66,9.61608,0,0
325,8.661,0.66,9.61608,0,0
326,8.661,0.66,9.61608,0,0
327,8.661,0.66,9.61608,0,0
328,8.661,0.66,9.61608,0,0
329,8.661,0.66,9.61608,0,0
330,8.661,0.66,9.61608,0,0
331,8.661,0.66,9.61608,0,0
332,8.661,0.66,9.61608,0,0
333,8.661,0.66,9.61608,0,0
334,8.661,0.66,9.61608,0,0
335,8.661,0.66,9.61608,0,0
336,8.661,0.66,9.61608,0,0
337,8.661,0.66,9.61608,0,0
338,8.661,0.66,9.61608,0,0
339,8.661,0.66,9.61608,0,0
340,8.661,0.66,9.61608,0,0
341,8.661,0.66,9.61608,0,0
342,8.661,0.66,9.61608,0,0
343,8.661,0.66,9.61608,0,0
344,8.661,0.66,9.61608,0,0
345,8.661,0.66,9.61608,0,0
346,8.661,0.66,9.61608,0,0
347,8.661,0.66,9.61608,0,0
348,8.661,0.66,9.61608,0,0
349,8.661,0.66,9.61608,0,0
350,8.661,0.66,9.61608,0,0
351,8.661,0.66,9.61608,0,0
352,8.661,0.66,9.61608,0,0
353,8.661,0.66,9.61608,0,0
354,8.661,0.66,9.61608,0,0
355,8.661,0.66,9.61608,0,0
356,8.661,0.66,9.61608,0,0
357,8.661,0.66,9.61608,0,0
358,8.661,0.66,9.61608,0,0
359,8.661,0.66,9.61608,0,0
360,8.661,0.66,9.61608,0,0
361,8.661,0.66,9.61608,0,0
362,8.661,0.66,9.61608,0,0
363,8.661,0.66,9.61608,0,0
364,8.661,0.66,9.61608,0,0
365,8.661,0.66,9.61608,0,0
366,8.661,0.66,9.61608,0,0
367,8.661,0.66,9.61608,0,0
368,8.661,0.66,9.61608,0,0
369,8.661,0.66,9.61608,0,0
370,8.661,0.66,9.61608,0,0
371,8.661,0.66,9.61608,0,0
372,8.661,0.66,9.61608,0,0
373,8.661,0.66,9.61608,0,0
374,8.661,0.66,9.61608,0,0
375,8.661,0.66,9.61608,0,0
376,8.661,0.66,9.61608,0,0
377,8.661,0.66,9.61608,0,0
378,8.661,0.66,9.61608,0,0
379,8.661,0.66,9.61608,0,0
380,8.661,0.66,9.61608,0,0
381,8.661,0.66,9.61608,0,0
382,8.661,0.66,9.61608,0,0
383,8.661,0.66,9.61608,0,0
384,8.661,0.66,9.61608,0,0
385,8.661,0.66,9.61608,0,0
386,8.661,0.66,9.61608,0,0
387,8.661,0.66,9.61608,0,0
388,8.661,0.66,9.61608,0,0
389,8.661,0.66,9.61608,0,0
390,8.661,0.66,9.61608,0,0
391,8.661,0.66,9.61608,0,0
392,8.661,0.66,9.61608,0,0
393,8.661,0.66,9.61608,0,0
394,8.661,0.66,9.61608,0,0
395,8.661,0.66,9.61608,0,0
396,8.661,0.66,9.61608,0,0
397,8.661,0.66,9.61608,0,0
398,8.661,0.66,9.61608,0,0
399,8.661,0.66,9.61608,0,0
400,8.661,0.66,9.61608,0,0
401,8.661,0.66,9.61608,0,0
402,8.661,0.66,9.61608,0,0
403,8.661,0.66,9.61608,0,0
404,8.661,0.66,9.61608,0,0
405,8.661,0.66,9.61608,0,0
406,8.661,0.66,9.61608,0,0
407,8.661,0.66,9.61608,0,0
408,8.661,0.66,9.61608,0,0
409,8.661,0.66,9.61608,0,0
410,8.661,0.66,9.61608,0,0
411,8.661,0.66,9.61608,0,0
412,8.661,0.66,9.61608,0,0
413,8.661,0.66,9.61608,0,0
414,8.661,0.66,9.61608,0,0
415,8.661,0.66,9.61608,0,0
416,8.661,0.66,9.61608,0,0
417,8.661,0.66,9.61608,0,0
418,8.661,0.66,9.61608,0,0
419,8.661,0.66,9.61608,0,0
420,8.661,0.66,9.61608,0,0
421,8.661,0.66,9.61608,0,0
422,8.661,0.66,9.61608,0,0
423,8.661,0.66,9.61608,0,0
424,8.661,0.66,9.61608,0,0
425,8.661,0.66,9.61608,0,0
426,8.661,0.66,9.61608,0,0
427,8.661,0.66,9.61608,0,0
428,8.661,0.66,9.61608,0,0
429,8.661,0.66,9.61608,0,0
430,8.661,0.66,9.61608,0,0
431,8.661,0.66,9.61608,0,0
432,8.661,0.66,9.61608,0,0
433,8.661,0.66,9.61608,0,0
434,8.661,0.66,9.61608,0,0
435,8.661,0.66,9.61608,0,0
436,8.661,0.66,9.61608,0,0
437,8.661,0.66,9.61608,0,0
438,8.661,0.66,9.61608,0,0
439,8.661,0.66,9.61608,0,0
440,8.661,0.66,9.61608,0,0
441,8.661,0.66,9.61608,0,0
442,8.661,0.66,9.61608,0,0
443,8.661,0.66,9.61608,0,0
444,8.661,0.66,9.61608,0,0
445,8.661,0.66,9.61608,0,0
446,8.661,0.66,9.61608,0,0
447,8.661,0.66,9.61608,0,0
448,8.661,0.66,9.61608,0,0
449,8.661,0.66,9.61608,0,0
450,8.661,0.66,9.61608,0,0
451,8.661,0.66,9.61608,0,0
452,8.661,0.66,9.61608,0,0
453,8.661,0.66,9.61608,0,0
454,8.661,0.66,9.61608,0,0
455,8.661,0.66,9.61608,0,0
456,8.661,0.66,9.61608,0,0
457,8.661,0.66,9.61608,0,0
458,8.661,0.66,9.61608,0,0
459,8.661,0.66,9.61608,0,0
460,8.661,0.66,9.61608,0,0
461,8.661,0.66,9.61608,0,0
462,8.661,0.66,9.61608,0,0
463,8.661,0.66,9.61608,0,0
464,8.661,0.66,9.61608,0,0
465,8.661,0.66,9.61608,0,0
466,8.661,0.66,9.61608,0,0
467,8.661,0.66,9.61608,0,0
468,8.661,0.66,9.61608,0,0
469,8.661,0.66,9.61608,0,0
470,8.661,0.66,9.61608,0,0
471,8.661,0.66,9.61608,0,0
472,8.661,0.66,9.61608,0,0
473,8.661,0.66,9.61608,0,0
474,8.661,0.66,9.61608,0,0
475,8.661,0.66,9.61608,0,0
476,8.661,0.66,9.61608,0,0
477,8.661,0.66,9.61608,0,0
478,8.661,0.66,9.61608,0,0
479,8.661,0.66,9.61608,0,0
480,8.661,0.66,9.61608,0,0
481,8.661,0.66,9.61608,0,0
482,8.661,0.66,9.61608,0,0
483,8.661,0.66,9.61608,0,0
484,8.661,0.66,9.61608,0,0
485,8.661,0.66,9.61608,0,0
486,8.661,0.66,9.61608,0,0
487,8.661,0.66,9.61608,0,0
488,8.661,0.66,9.61608,0,0
489,8.661,0.66,9.61608,0,0
490,8.661,0.66,9.61608,0,0
491,8.661,0.66,9.61608,0,0
492,8.661,0.66,9.61608,0,0
493,8.661,0.66,9.61608,0,0
494,8.661,0.66,9.61608,0,0
495,8.661,0.66,9.61608,0,0
496,8.661,0.66,9.61608,0,0
497,8.661,0.66,9.61608,0,0
498,8.661,0.66,9.61608,0,0
499,8.661,0.66,9.61608,0,0
500,8.661,0.66,9.61608,0,0
501,8.661,0.66,9.61608,0,0
502,8.661,0.66,9.61608,0,0
503,8.661,0.66,9.61608,0,0
504,8.661,0.66,9.61608,0,0
505,8.661,0.66,9.61608,0,0
506,8.661,0.66,9.61608,0,0
507,8.661,0.66,9.61608,0,0
508,8.661,0.66,9.61608,0,0
509,8.661,0.66,9.61608,0,0
510,8.661,0.66,9.61608,0,0
511,8.661,0.66,9.61608,0,0
512,8.661,0.66,9.61608,0,0
513,8.661,0.66,9.61608,0,0
514,8.661,0.66,9.61608,0,0
515,8.661,0.66,9.61608,0,0
516,8.661,0.66,9.61608,0,0
517,8.661,0.66,9.61608,0,0
518,8.661,0.66,9.61608,0,0
519,8.661,0.66,9.61608,0,0
520,8.661,0.66,9.61608,0,0
521,8.661,0.66,9.61608,0,0
522,8.661,0.66,9.61608,0,0
523,8.661,0.66,9.61608,0,0
524,8.661,0.66,9.61608,0,0
525,8.661,0.66,9.61608,0,0
526,8.661,0.66,9.61608,0,0
527,8.661,0.66,9.61608,0,0
528,8.661,0.66,9.61608,0,0
529,8.661,0.66,9.61608,0,0
530,8.661,0.66,9.61608,0,0
531,8.661,0.66,9.61608,0,0
532,8.661,0.66,9.61608,0,0
533,8.661,0.66,9.61608,0,0
534,8.661,0.66,9.61608,0,0
535,8.661,0.66,9.61608,0,0
536,8.661,0.66,9.61608,0,0
537,8.661,0.66,9.61608,0,0
538,8.661,0.66,9.61608,0,0
539,8.661,0.66,9.61608,0,0
540,8.661,0.66,9.61608,0,0
541,8.661,0.66,9.61608,0,0
542,8.661,0.66,9.61608,0,0
543,8.661,0.66,9.61608,0,0
544,8.661,0.66,9.61608,0,0
545,8.661,0.66,9.61608,0,0
546,8.661,0.66,9.61608,0,0
547,8.661,0.66,9.61608,0,0
548,8.661,0.66,9.61608,0,0
549,8.661,0.66,9.61608,0,0
550,8.661,0.66,9.61608,0,0
551,8.661,0.66,9.61608,0,0
552,8.661,0.66,9.61608,0,0
553,8.661,0.66,9.61608,0,0
554,8.661,0.66,9.61608,0,0
555,8.661,0.66,9.61608,0,0
556,8.661,0.66,9.61608,0,0
557,8.661,0.66,9.61608,0,0
558,8.661,0.66,9.61608,0,0
559,8.661,0.66,9.61608,0,0
560,8.661,0.66,9.61608,0,0
561,8.661,0.66,9.61608,0,0
562,8.661,0.66,9.61608,0,0
563,8.661,0.66,9.61608,0,0
564,8.661,0.66,9.61608,0,0
565,8.661,0.66,9.61608,0,0
566,8.661,0.66,9.61608,0,0
567,8.661,0.66,9.61608,0,0
568,8.661,0.66,9.61608,0,0
569,8.661,0.66,9.61608,0,0
570,8.661,0.66,9.61608,0,0
571,8.661,0.66,9.61608,0,0
572,8.661,0.66,9.61608,0,0
573,8.661,0.66,9.61608,0,0
574,8.661,0.66,9.61608,0,0
575,8.661,0.66,9.61608,0,0
576,8.661,0.66,9.61608,0,0
577,8.661,0.66,9.61608,0,0
578,8.661,0.66,9.61608,0,0
579,8.661,0.66,9.61608,0,0
580,8.661,0.66,9.61608,0,0
581,8.661,0.66,9.61608,0,0
582,8.661,0.66,9.61608,0,0
583,8.661,0.66,9.61608,0,0
584,8.661,0.66,9.61608,0,0
585,8.661,0.66,9.61608,0,0
586,8.661,0.66,9.61608,0,0
587,8.661,0.66,9.61608,0,0
588,8.661,0.66,9.61608,0,0
589,8.661,0.66,9.61608,0,0
590,8.661,0.66,9.61608,0,0
591,8.661,0.66,9.61608,0,0
592,8.661,0.66,9.61608,0,0
593,8.661,0.66,9.61608,0,0
594,8.661,0.66,9.61608,0,0
595,8.661,0.66,9.61608,0,0
596,8.661,0.66,9.61608,0,0
597,8.661,0.66,9.61608,0,0
598,8.661,0.66,9.61608,0,0
599,8.661,0.66,9.61608,0,0
600,8.661,0.66,9.61608,0,0
601,8.661,0.66,9.61608,0,0
602,8.661,0.66,9.61608,0,0
603,8.661,0.66,9.61608,0,0
604,8.661,0.66,9.61608,0,0
605,8.661,0.66,9.61608,0,0
606,8.661,0.66,9.61608,0,0
607,8.661,0.66,9.61608,0,0
608,8.661,0.66,9.61608,0,0
609,8.661,0.66,9.61608,0,0
610,8.661,0.66,9.61608,0,0
611,8.661,0.66,9.61608,0,0
612,8.661,0.66,9.61608,0,0
613,8.661,0.66,9.61608,0,0
614,8.661,0.66,9.61608,0,0
615,8.661,0.66,9.61608,0,0
616,8.661,0.66,9.61608,0,0
617,8.661,0.66,9.61608,0,0
618,8.661,0.66,9.61608,0,0
619,8.661,0.66,9.61608,0,0
620,8.661,0.66,9.61608,0,0
621,8.661,0.66,9.61608,0,0
622,8.661,0.66,9.61608,0,0
623,8.661,0.66,9.61608,0,0
624,8.661,0.66,9.61608,0,0
625,8.661,0.66,9.61608,0,0
626,8.661,0.66,9.61608,0,0
627,8.661,0.66,9.61608,0,0
628,8.661,0.66,9.61608,0,0
629,8.661,0.66,9.61608,0,0
630,8.661,0.66,9.61608,0,0
631,8.661,0.66,9.61608,0,0
632,8.661,0.66,9.61608,0,0
633,8.661,0.66,9.61608,0,0
634,8.661,0.66,9.61608,0,0
635,8.661,0.66,9.61608,0,0
636,8.661,0.66,9.61608,0,0
637,8.661,0.66,9.61608,0,0
638,8.661,0.66,9.61608,0,0
639,8.661,0.66,9.61608,0,0
640,8.661,0.66,9.61608,0,0
641,8.661,0.66,9.61608,0,0
642,8.661,0.66,9.61608,0,0
643,8.661,0.66,9.61608,0,0
644,8.661,0.66,9.61608,0,0
645,8.661,0.66,9.61608,0,0
646,8.661,0.66,9.61608,0,0
647,8.661,0.66,9.61608,0,0
648,8.661,0.66,9.61608,0,0
649,8.661,0.66,9.61608,0,0
650,8.661,0.66,9.61608,0,0
651,8.661,0.66,9.61608,0,0
652,8.661,0.66,9.61608,0,0
653,8.661,0.66,9.61608,0,0
654,8.661,0.66,9.61608,0,0
655,8.661,0.66,9.61608,0,0
656,8.661,0.66,9.61608,0,0
657,8.661,0.66,9.61608,0,0
658,8.661,0.66,9.61608,0,0
659,8.661,0.66,9.61608,0,0
660,8.661,0.66,9.61608,0,0
661,8.661,0.66,9.61608,0,0
662,8.661,0.66,9.61608,0,0
663,8.661,0.66,9.61608,0,0
664,8.661,0.66,9.61608,0,0
665,8.661,0.66,9.61608,0,0
666,8.661,0.66,9.61608,0,0
667,8.661,0.66,9.61608,0,0
668,8.661,0.66,9.61608,0,0
669,8.661,0.66,9.61608,0,0
670,8.661,0.66,9.61608,0,0
671,8.661,0.66,9.61608,0,0
672,8.661,0.66,9.61608,0,0
673,8.661,0.66,9.61608,0,0
674,8.661,0.66,9.61608,0,0
675,8.661,0.66,9.61608,0,0
676,8.661,0.66,9.61608,0,0
677,8.661,0.66,9.61608,0,0
678,8.661,0.66,9.61608,0,0
679,8.661,0.66,9.61608,0,0
680,8.661,0.66,9.61608,0,0
681,8.661,0.66,9.61608,0,0
682,8.661,0.66,9.61608,0,0
683,8.661,0.66,9.61608,0,0
684,8.661,0.66,9.61608,0,0
685,8.661,0.66,9.61608,0,0
686,8.661,0.66,9.61608,0,0
687,8.661,0.66,9.61608,0,0
688,8.661,0.66,9.61608,0,0
689,8.661,0.66,9.61608,0,0
690,8.661,0.66,9.61608,0,0
691,8.661,0.66,9.61608,0,0
692,8.661,0.66,9.61608,0,0
693,8.661,0.66,9.61608,0,0
694,8.661,0.66,9.61608,0,0
695,8.661,0.66,9.61608,0,0
696,8.661,0.66,9.61608,0,0
697,8.661,0.66,9.61608,0,0
698,8.661,0.66,9.61608,0,0
699,8.661,0.66,9.61608,0,0
700,8.661,0.66,9.61608,0,0
701,8.661,0.66,9.61608,0,0
702,8.661,0.66,9.61608,0,0
703,8.661,0.66,9.61608,0,0
704,8.661,0.66,9.61608,0,0
705,8.661,0.66,9.61608,0,0
706,8.661,0.66,9.61608,0,0
707,8.661,0.66,9.61608,0,0
708,8.661,0.66,9.61608,0,0
709,8.661,0.66,9.61608,0,0
710,8.661,0.66,9.61608,0,0
711,8.661,0.66,9.61608,0,0
712,8.661,0.66,9.61608,0,0
713,8.661,0.66,9.61608,0,0
714,8.661,0.66,9.61608,0,0
715,8.661,0.66,9.61608,0,0
716,8.661,0.66,9.61608,0,0
717,8.661,0.66,9.61608,0,0
718,8.661,0.66,9.61608,0,0
719,8.661,0.66,9.61608,0,0
720,8.661,0.66,9.61608,0,0
721,8.661,0.66,9.61608,0,0
722,8.661,0.66,9.61608,0,0
723,8.661,0.66,9.61608,0,0
724,8.661,0.66,9.61608,0,0
725,8.661,0.66,9.61608,0,0
726,8.661,0.66,9.61608,0,0
727,8.661,0.66,9.61608,0,0
728,8.661,0.66,9.61608,0,0
729,8.661,0.66,9.61608,0,0
730,8.661,0.66,9.61608,0,0
731,8.661,0.66,9.61608,0,0
732,8.661,0.66,9.61608,0,0
